       0     4.834 
       0     4.834 
     500    11.515 
    1000    11.492 
    1500    11.583 
    2000    11.901 
    2500    11.231 
    3000    11.840 
    3500    11.900 
    4000    12.102 
    4500    12.139 
    5000    13.132 
    5500    12.234 
    6000    12.090 
    6500    12.041 
    7000    11.691 
    7500    11.806 
    8000    12.004 
    8500    12.276 
    9000    11.927 
    9500    12.345 
   10000    12.071 
   10500    12.274 
   11000    13.071 
   11500    12.137 
   12000    11.738 
   12500    11.910 
   13000    12.159 
   13500    12.395 
   14000    11.903 
   14500    11.460 
   15000    11.830 
   15500    12.391 
   16000    11.719 
   16500    12.027 
   17000    11.956 
   17500    12.063 
   18000    11.922 
   18500    11.626 
   19000    12.674 
   19500    11.809 
   20000    11.999 
   20500    12.861 
   21000    12.363 
   21500    12.257 
   22000    12.209 
   22500    11.909 
   23000    11.930 
   23500    12.540 
   24000    12.134 
   24500    12.005 
   25000    12.469 
   25500    11.952 
   26000    11.939 
   26500    11.274 
   27000    11.797 
   27500    12.108 
   28000    12.078 
   28500    12.353 
   29000    12.262 
   29500    12.903 
   30000    12.272 
   30500    12.638 
   31000    12.770 
   31500    12.315 
   32000    12.760 
   32500    12.198 
   33000    12.584 
   33500    11.895 
   34000    12.463 
   34500    11.875 
   35000    12.053 
   35500    12.246 
   36000    11.565 
   36500    12.257 
   37000    12.286 
   37500    12.126 
   38000    12.620 
   38500    12.124 
   39000    12.021 
   39500    12.779 
   40000    12.123 
   40500    12.244 
   41000    12.375 
   41500    11.738 
   42000    11.905 
   42500    11.479 
   43000    12.604 
   43500    12.821 
   44000    12.558 
   44500    12.319 
   45000    12.399 
   45500    12.221 
   46000    12.671 
   46500    11.751 
   47000    12.075 
   47500    12.373 
   48000    12.524 
   48500    12.038 
   49000    12.436 
   49500    12.017 
   50000    12.250 
   50500    12.787 
   51000    12.802 
   51500    11.901 
   52000    11.674 
   52500    12.253 
   53000    12.578 
   53500    11.705 
   54000    11.595 
   54500    12.007 
   55000    12.253 
   55500    12.124 
   56000    11.873 
   56500    12.052 
   57000    11.851 
   57500    11.658 
   58000    12.327 
   58500    11.723 
   59000    11.683 
   59500    12.157 
   60000    12.166 
   60500    11.738 
   61000    12.541 
   61500    12.333 
   62000    11.910 
   62500    12.919 
   63000    12.345 
   63500    11.977 
   64000    11.578 
   64500    11.996 
   65000    12.104 
   65500    11.815 
   66000    12.123 
   66500    11.428 
   67000    11.906 
   67500    11.928 
   68000    11.462 
   68500    12.421 
   69000    11.889 
   69500    12.065 
   70000    12.043 
   70500    11.670 
   71000    12.092 
   71500    12.877 
   72000    12.692 
   72500    11.457 
   73000    12.347 
   73500    12.667 
   74000    12.647 
   74500    11.986 
   75000    11.761 
   75500    12.272 
   76000    12.136 
   76500    11.730 
   77000    12.177 
   77500    12.088 
   78000    11.200 
   78500    12.034 
   79000    12.638 
   79500    12.145 
   80000    12.423 
   80500    12.590 
   81000    12.160 
   81500    12.422 
   82000    12.477 
   82500    12.123 
   83000    12.478 
   83500    11.951 
   84000    12.178 
   84500    11.804 
   85000    11.935 
   85500    11.374 
   86000    11.424 
   86500    12.313 
